Year,Make,Model,Class,Fuel Type,City MPG (FT1),Highway MPG (FT1),Unadjusted City MPG (FT1),Unadjusted Highway MPG (FT1),Annual Fuel Cost (FT1)
2016,Hyundai,Veloster,Compact Cars,Regular,25,33,32.3,47.1,1250
2016,Infiniti,Q50,Midsize Cars,Premium,23,31,29.2852,46.5636,1650
2016,Infiniti,Q50,Midsize Cars,Premium,19,28,24.3979,40.5549,1850
2016,Infiniti,Q50 AWD,Midsize Cars,Premium,22,28,28.1821,43.6579,1750
2016,Infiniti,Q50 AWD,Midsize Cars,Premium,19,27,24.1666,38.9949,1900
2016,Infiniti,Q50 Hybrid,Compact Cars,Premium,28,33,36.5997,47.8487,1400
2016,Infiniti,Q50 Hybrid AWD,Compact Cars,Premium,27,30,34.7482,43.5991,1500
2016,Infiniti,Q50S,Midsize Cars,Premium,19,28,24.3979,40.5549,1850
2016,Infiniti,Q50S AWD,Midsize Cars,Premium,18,26,22.9499,36.4997,2000
2016,Infiniti,Q50S Red Sport,Midsize Cars,Premium,20,26,25.1,37.3,1900
2016,Infiniti,Q50S Red Sport  AWD,Midsize Cars,Premium,19,26,24.1,36.2494,1900
2016,Infiniti,Q70,Midsize Cars,Premium,16,24,20.4,33.9493,2250
2016,Infiniti,Q70,Midsize Cars,Premium,18,25,22.3535,35.5944,2000
2016,Infiniti,Q70 AWD,Midsize Cars,Premium,16,23,19.4779,31.8658,2350
2016,Infiniti,Q70 AWD,Midsize Cars,Premium,18,24,22.1867,33.9436,2100
2016,Infiniti,Q70 Hybrid,Midsize Cars,Premium,29,33,38.2484,47.9,1350
2016,Infiniti,QX50,Small Station Wagons,Premium,17,24,21.7,34.2,2100
2016,Infiniti,QX50 AWD,Small Station Wagons,Premium,17,24,21.4,33.6,2100
2016,Infiniti,QX60 AWD,Small Sport Utility Vehicle 4WD,Premium,19,26,25.5285,37.0784,1900
2016,Infiniti,QX60 FWD,Small Sport Utility Vehicle 2WD,Premium,21,27,26.0996,38.8494,1850
2016,Infiniti,QX60 Hybrid AWD,Standard Sport Utility Vehicle 4WD,Regular,25,28,34.0775,39.0516,1350
2016,Infiniti,QX60 Hybrid FWD,Standard Sport Utility Vehicle 2WD,Regular,26,28,34.7997,40.099,1350
2016,Infiniti,QX70 AWD,Small Sport Utility Vehicle 4WD,Premium,16,22,20.1281,30.3922,2350
2016,Infiniti,QX70 RWD,Small Sport Utility Vehicle 2WD,Premium,17,24,21.2,33.1,2250
2016,Infiniti,QX80 2WD,Standard Sport Utility Vehicle 2WD,Premium,14,20,17.2466,28.0061,2650
2016,Infiniti,QX80 4WD,Standard Sport Utility Vehicle 4WD,Premium,14,19,16.5789,26.6575,2650
2016,Jaguar,F-Type Convertible,Two Seaters,Premium,19,27,24.5,38.7,1900
2016,Jaguar,F-Type Convertible,Two Seaters,Premium,16,24,19.6,33.6,2250
2016,Jaguar,F-Type Coupe,Two Seaters,Premium,19,27,24.5,38.7,1900
2016,Jaguar,F-Type Coupe,Two Seaters,Premium,16,24,19.6,33.6,2250
2016,Jaguar,F-Type R AWD Convertible,Two Seaters,Premium,15,23,18.3,31.5,2350
2016,Jaguar,F-Type R AWD Coupe,Two Seaters,Premium,15,23,18.3,31.5,2350
2016,Jaguar,F-Type R Convertible,Two Seaters,Premium,16,23,19.5,32.2,2350
2016,Jaguar,F-Type S AWD Convertible,Two Seaters,Premium,18,26,22.7,36.1,2000
2016,Jaguar,F-Type S AWD Coupe,Two Seaters,Premium,18,26,22.7,36.1,2000
2016,Jaguar,F-Type S Convertible,Two Seaters,Premium,19,27,23.6,37.5,1900
2016,Jaguar,F-Type S Convertible,Two Seaters,Premium,15,24,19.1,33,2350
2016,Jaguar,F-Type S Coupe,Two Seaters,Premium,19,27,23.6,37.5,1900
2016,Jaguar,F-Type S Coupe,Two Seaters,Premium,15,24,19.1,33,2350
2016,Jaguar,XF,Midsize Cars,Premium,20,29,25.3,42,1850
2016,Jaguar,XF AWD,Midsize Cars,Premium,20,28,24.8,39.6,1850
2016,Jaguar,XJ,Large Cars,Premium,15,23,18.4,32,2350
2016,Jaguar,XJ,Large Cars,Premium,18,27,22.9,38.3,2000
2016,Jaguar,XJ AWD,Large Cars,Premium,17,26,20.9,36.8,2100
2016,Jaguar,XJL,Large Cars,Premium,15,23,18.4,32,2350
2016,Jaguar,XJL,Large Cars,Premium,18,27,22.7,38,2000
2016,Jaguar,XJL AWD,Large Cars,Premium,17,25,20.9,35.4,2100
2016,Jeep,Cherokee 4WD,Small Sport Utility Vehicle 4WD,Regular,21,28,26.3985,39.5997,1500
2016,Jeep,Cherokee 4WD,Small Sport Utility Vehicle 4WD,Gasoline or E85,21,28,26.3985,39.5997,1500
2016,Jeep,Cherokee 4WD,Small Sport Utility Vehicle 4WD,Regular,20,27,25.6,38.7494,1500
2016,Jeep,Cherokee 4WD Active Drive II,Small Sport Utility Vehicle 4WD,Regular,21,27,26.2,38.0997,1500
2016,Jeep,Cherokee 4WD Active Drive II,Small Sport Utility Vehicle 4WD,Regular,19,26,23.6529,36.7529,1600
2016,Jeep,Cherokee FWD,Small Sport Utility Vehicle 2WD,Regular,21,30,27.3,43,1400
2016,Jeep,Cherokee FWD,Small Sport Utility Vehicle 2WD,Gasoline or E85,21,30,27.3,43,1400
2016,Jeep,Cherokee FWD,Small Sport Utility Vehicle 2WD,Regular,21,29,26.1499,40.599,1450
2016,Jeep,Cherokee Trailhawk 4WD,Small Sport Utility Vehicle 4WD,Regular,19,25,24.5,35.0494,1600
2016,Jeep,Cherokee Trailhawk 4WD,Small Sport Utility Vehicle 4WD,Regular,19,26,24.2,36.4997,1600
2016,Jeep,Compass 4WD,Small Sport Utility Vehicle 4WD,Regular,20,23,25.3,31.9,1650
2016,Jeep,Compass 4WD,Small Sport Utility Vehicle 4WD,Regular,20,25,25.5,35.9,1600
2016,Jeep,Compass 4WD,Small Sport Utility Vehicle 4WD,Regular,22,27,28.2,38.1,1450
2016,Jeep,Compass FWD,Small Sport Utility Vehicle 2WD,Regular,22,26,27.7,36.8,1450
2016,Jeep,Compass FWD,Small Sport Utility Vehicle 2WD,Regular,21,27,26.5,38.5,1500
2016,Jeep,Compass FWD,Small Sport Utility Vehicle 2WD,Regular,23,28,29.5,40.4,1400
2016,Jeep,Compass FWD,Small Sport Utility Vehicle 2WD,Regular,23,30,29.0986,42.3188,1400
2016,Jeep,Grand Cherokee 2WD,Standard Sport Utility Vehicle 2WD,Regular,19,26,23.6996,36.3997,1650
2016,Jeep,Grand Cherokee 4WD,Standard Sport Utility Vehicle 4WD,Regular,18,25,23.149,34.5,1650
2016,Jeep,Grand Cherokee 4WD,Standard Sport Utility Vehicle 4WD,Midgrade,14,22,17.3,30.1,2300
2016,Jeep,Grand Cherokee SRT8 4WD,Standard Sport Utility Vehicle 4WD,Premium,13,19,15.7,25.8,2800
2016,Jeep,Patriot 4WD,Small Sport Utility Vehicle 4WD,Regular,20,23,25.3,31.9,1650
2016,Jeep,Patriot 4WD,Small Sport Utility Vehicle 4WD,Regular,20,25,25.5,35.9,1600
2016,Jeep,Patriot 4WD,Small Sport Utility Vehicle 4WD,Regular,22,27,28.2,38.1,1450
2016,Jeep,Patriot FWD,Small Sport Utility Vehicle 2WD,Regular,22,26,27.7,36.8,1450
2016,Jeep,Patriot FWD,Small Sport Utility Vehicle 2WD,Regular,21,27,26.5,38.5,1500
2016,Jeep,Patriot FWD,Small Sport Utility Vehicle 2WD,Regular,23,28,29.5,40.4,1400
2016,Jeep,Patriot FWD,Small Sport Utility Vehicle 2WD,Regular,23,30,29.0986,42.3188,1400
2016,Jeep,Renegade 2WD,Small Sport Utility Vehicle 2WD,Gasoline or E85,22,30,27.7,43.2,1400
2016,Jeep,Renegade 2WD,Small Sport Utility Vehicle 2WD,Premium,24,31,30.5,44,1650
2016,Jeep,Renegade 4WD,Small Sport Utility Vehicle 4WD,Regular,21,29,26.7,40.999,1450
2016,Jeep,Renegade 4WD,Small Sport Utility Vehicle 4WD,Premium,24,31,31.7499,45.3499,1550
2016,Jeep,Wrangler 4WD,Small Sport Utility Vehicle 4WD,Regular,17,21,20.8,29.3,1950
2016,Jeep,Wrangler 4WD,Small Sport Utility Vehicle 4WD,Regular,17,21,20.6,29.8,1950
2016,Jeep,Wrangler Unlimited 4WD,Small Sport Utility Vehicle 4WD,Regular,16,20,19.8,27.8,1950
2016,Jeep,Wrangler Unlimited 4WD,Small Sport Utility Vehicle 4WD,Regular,16,21,19.5,28.7,1950
2016,Kia,Cadenza,Large Cars,Regular,19,28,23.4,37.5,1600
2016,Kia,Forte,Midsize Cars,Regular,24,35,31.1894,50.8607,1250
2016,Kia,Forte,Midsize Cars,Regular,26,37,33.8221,54.7449,1150
2016,Kia,Forte,Midsize Cars,Regular,25,36,32.6,53,1200
2016,Kia,Forte 5,Large Cars,Regular,21,29,26.9,41.1,1450
2016,Kia,Forte 5,Large Cars,Regular,25,33,31.8358,47.828,1250
2016,Kia,Forte 5,Large Cars,Regular,21,28,26.9,40.2,1450
2016,Kia,Forte Koup,Compact Cars,Regular,22,29,28.1,42.1,1400
2016,Kia,Forte Koup,Compact Cars,Regular,25,34,32,48.2,1250
2016,Kia,Forte Koup,Compact Cars,Regular,22,29,27.7,40.6,1450
2016,Kia,Forte Koup,Compact Cars,Regular,24,33,31,46.2,1300
2016,Kia,K900,Large Cars,Regular,15,22,18.4553,31.3451,1950
2016,Kia,K900,Large Cars,Regular,17,25,21.2,35.7,1750
2016,Kia,Optima,Large Cars,Regular,28,37,36.3,54.8,1150
2016,Kia,Optima,Large Cars,Regular,22,31,27.4,44.5,1400
2016,Kia,Optima,Large Cars,Regular,24,34,31.1588,49.8331,1250
2016,Kia,Optima FE,Large Cars,Regular,22,31,27.8,45.1,1400
2016,Kia,Optima FE,Large Cars,Regular,25,36,32.67,52.2726,1200
2016,Kia,Optima Hybrid,Midsize Cars,Regular,35,38,48,56.6,950
2016,Kia,Optima Hybrid EX,Midsize Cars,Regular,35,38,47,55.2,950
2016,Kia,Rio,Compact Cars,Regular,27,36,34.9423,53.1934,1150
2016,Kia,Rio,Compact Cars,Regular,27,36,35.2,53.4,1150
2016,Kia,Rio Eco,Compact Cars,Regular,27,36,35.6675,52.5771,1150
2016,Kia,Sedona,Minivan - 2WD,Regular,18,24,22.3,33.9,1750
2016,Kia,Sedona SX,Minivan - 2WD,Regular,18,25,22.8,34.7,1650
2016,Kia,Sedona SXL,Minivan - 2WD,Regular,17,22,20.7,31.2,1850
2016,Kia,Sorento AWD,Small Sport Utility Vehicle 4WD,Regular,19,25,24.1375,35.2872,1650
2016,Kia,Sorento AWD,Small Sport Utility Vehicle 4WD,Regular,21,25,26,35.6,1600
2016,Kia,Sorento AWD,Small Sport Utility Vehicle 4WD,Regular,17,23,21,32.4,1850
2016,Kia,Sorento FE AWD,Small Sport Utility Vehicle 4WD,Regular,18,25,22.3,35.8,1650
2016,Kia,Sorento FWD,Small Sport Utility Vehicle 2WD,Regular,20,27,25.3791,38.3265,1500
2016,Kia,Sorento FWD,Small Sport Utility Vehicle 2WD,Regular,21,28,26.8,40.4,1450
2016,Kia,Sorento FWD,Small Sport Utility Vehicle 2WD,Regular,18,25,22.1527,35.621,1750
2016,Kia,Soul,Small Station Wagons,Regular,24,31,30.8597,44.2656,1300
2016,Kia,Soul,Small Station Wagons,Regular,24,30,30.7,42.2,1350
2016,Kia,Soul,Small Station Wagons,Regular,24,30,30.3,42.3,1350
2016,Kia,Soul ECO dynamics,Small Station Wagons,Regular,24,30,31,42.9,1350
2016,Kia,Soul Electric,Small Station Wagons,Electricity,120,92,170.9,131.4,600
2016,Kia,Sportage AWD,Small Sport Utility Vehicle 4WD,Regular,19,26,24.4986,36.65,1600
2016,Kia,Sportage FWD,Small Sport Utility Vehicle 2WD,Regular,21,28,26.0904,39.7784,1500
2016,Kia,Sportage SX AWD,Small Sport Utility Vehicle 4WD,Regular,19,25,24.2,34.8,1650
2016,Kia,Sportage SX FWD,Small Sport Utility Vehicle 2WD,Regular,20,26,24.9,36.2,1600
2016,Lamborghini,Aventador Coupe,Two Seaters,Premium,11,18,12.6,25.2,3250
2016,Lamborghini,Aventador Roadster,Two Seaters,Premium,10,17,11.7313,21.9881,3500
2016,Lamborghini,Huracan,Two Seaters,Premium,14,21,17.3,27,2500
2016,Lamborghini,Huracan Spyder,Two Seaters,Premium,14,20,17,26.4,2650
2016,Land Rover,Discovery Sport,Small Sport Utility Vehicle 4WD,Premium,20,26,25,36.6,1900
2016,Land Rover,LR4,Standard Sport Utility Vehicle 4WD,Premium,15,19,18,26.9,2650
2016,Land Rover,Range Rover,Standard Sport Utility Vehicle 4WD,Premium,14,19,16.9,26,2650
2016,Land Rover,Range Rover,Standard Sport Utility Vehicle 4WD,Premium,17,23,20.7,32,2250
2016,Land Rover,Range Rover Evoque,Small Sport Utility Vehicle 4WD,Premium,21,29,26.5,41.8,1750
2016,Land Rover,Range Rover Evoque Convertible,Small Sport Utility Vehicle 4WD,Premium,20,28,24.7,39.1,1850
2016,Land Rover,Range Rover LWB,Standard Sport Utility Vehicle 4WD,Premium,14,19,16.9,26,2650
2016,Land Rover,Range Rover LWB,Standard Sport Utility Vehicle 4WD,Premium,17,23,20.7,32,2250
2016,Land Rover,Range Rover Sport,Standard Sport Utility Vehicle 4WD,Premium,14,19,17.5,26.5,2650
2016,Land Rover,Range Rover Sport,Standard Sport Utility Vehicle 4WD,Premium,17,23,20.7,32,2250
2016,Land Rover,Range Rover Sport TDV6,Standard Sport Utility Vehicle 4WD,Diesel,22,28,27.9,40.3,1600
2016,Land Rover,Range Rover TDV6,Standard Sport Utility Vehicle 4WD,Diesel,22,28,27.9,40.3,1600
2016,Lexus,CT 200h,Compact Cars,Regular,43,40,57.9193,56.9915,850
2016,Lexus,ES 300h,Midsize Cars,Regular,40,39,56.0848,54.1578,850
2016,Lexus,ES 350,Midsize Cars,Regular,21,31,26.3429,44.0592,1450
2016,Lexus,GS 200t,Midsize Cars,Premium,22,32,28.2688,46.2295,1650
2016,Lexus,GS 200t F Sport,Midsize Cars,Premium,21,30,26.3,42.5,1750
2016,Lexus,GS 350,Midsize Cars,Premium,20,28,24.9765,39.9529,1850
2016,Lexus,GS 350 AWD,Midsize Cars,Premium,19,26,24.1386,36.6288,1900
2016,Lexus,GS 350 F Sport,Midsize Cars,Premium,19,27,23.6,38.5,1900
2016,Lexus,GS 450h,Midsize Cars,Premium,29,34,39.7066,44.2615,1350
2016,Lexus,GS F,Compact Cars,Premium,16,24,19.6,32.4,2250
2016,Lexus,GX 460,Standard Sport Utility Vehicle 4WD,Premium,15,20,18.6,27.8,2500
2016,Lexus,IS 200t,Compact Cars,Premium,22,32,28.2688,46.2295,1650
2016,Lexus,IS 300 AWD,Compact Cars,Premium,19,26,23.6941,35.721,2000
2016,Lexus,IS 350,Compact Cars,Premium,19,28,24.3,38,1900
2016,Lexus,IS 350 AWD,Compact Cars,Premium,19,26,23.6941,35.721,2000
2016,Lexus,LS 460,Midsize Cars,Premium,16,24,20.3,34,2250
2016,Lexus,LS 460 AWD,Midsize Cars,Premium,16,23,19.3595,32.0299,2350
2016,Lexus,LS 460 L,Midsize Cars,Premium,16,24,20.3,34,2250
2016,Lexus,LS 460 L AWD,Midsize Cars,Premium,16,23,19.3595,32.0299,2350
2016,Lexus,LS 600h L,Midsize Cars,Premium,19,23,24.7,30.3,2100
2016,Lexus,LX 570,Standard Sport Utility Vehicle 4WD,Premium,13,18,15.8498,25.1,2800
2016,Lexus,NX 200t,Small Sport Utility Vehicle 2WD,Premium,22,28,28.498,39.7633,1700
2016,Lexus,NX 200t AWD,Small Sport Utility Vehicle 4WD,Premium,22,28,28.1845,39.4342,1750
2016,Lexus,NX 200t AWD F Sport,Small Sport Utility Vehicle 4WD,Premium,22,27,27.7326,37.5243,1750
2016,Lexus,NX 300h,Small Sport Utility Vehicle 2WD,Regular,34,30,46.2473,43.2202,1100
2016,Lexus,NX 300h AWD,Small Sport Utility Vehicle 4WD,Regular,33,30,44.117,42.7978,1150
2016,Lexus,RC 200t,Subcompact Cars,Premium,22,32,28.2688,46.2295,1650
2016,Lexus,RC 300 AWD,Subcompact Cars,Premium,19,26,23.6941,35.721,2000
2016,Lexus,RC 350,Subcompact Cars,Premium,19,28,24.3,38,1900
2016,Lexus,RC 350 AWD,Subcompact Cars,Premium,19,26,23.6941,35.721,2000
2016,Lexus,RC F,Subcompact Cars,Premium,16,25,20.7,34.8,2250
2016,Lexus,RX 350,Small Sport Utility Vehicle 2WD,Regular,20,27,25.1327,38.5979,1500
2016,Lexus,RX 350 AWD,Small Sport Utility Vehicle 4WD,Regular,19,26,24.2302,36.9,1600
2016,Lexus,RX 450h,Small Sport Utility Vehicle 2WD,Premium,31,30,42.4747,40.9,1400
2016,Lexus,RX 450h AWD,Standard Sport Utility Vehicle 4WD,Premium,30,28,41.5243,39.9236,1400
2016,Lincoln,MKC AWD,Small Sport Utility Vehicle 4WD,Regular,19,26,26.2824,39.3207,1600
2016,Lincoln,MKC AWD,Small Sport Utility Vehicle 4WD,Regular,18,26,23,36.1509,1650
2016,Lincoln,MKC FWD,Small Sport Utility Vehicle 2WD,Regular,20,29,28.6,47.1,1500
2016,Lincoln,MKS AWD,Large Cars,Regular,17,24,20.7,33.3,1850
2016,Lincoln,MKS AWD,Large Cars,Regular,16,24,21.1,34.3,1850
2016,Lincoln,MKS FWD,Large Cars,Regular,17,25,21.6,35.8,1750
2016,Lincoln,MKT AWD,Standard Sport Utility Vehicle 4WD,Regular,15,21,19.6971,31.5545,2050
2016,Lincoln,MKT FWD,Standard Sport Utility Vehicle 2WD,Regular,16,24,21.5,33.7,1850
2016,Lincoln,MKT Livery AWD,Special Purpose Vehicle 4WD,Regular,16,23,20.8,32.5,1950
2016,Lincoln,MKT Livery FWD,Special Purpose Vehicle 2WD,Regular,18,25,25.9,39.3,1650
2016,Lincoln,MKX AWD,Small Sport Utility Vehicle 4WD,Regular,17,24,20.8941,33.7805,1850
2016,Lincoln,MKX AWD,Small Sport Utility Vehicle 4WD,Regular,16,23,20.3917,31.8775,1850
2016,Lincoln,MKX FWD,Small Sport Utility Vehicle 2WD,Regular,17,25,21.6,35.8,1750
2016,Lincoln,MKX FWD,Small Sport Utility Vehicle 2WD,Regular,18,26,21.9,36.3,1750
2016,Lincoln,MKZ AWD,Midsize Cars,Regular,22,31,27.6,44.2,1400
2016,Lincoln,MKZ AWD,Midsize Cars,Regular,17,24,21.3,33.9,1750
2016,Lincoln,MKZ FWD,Midsize Cars,Regular,22,33,28.6,47.1,1350
2016,Lincoln,MKZ FWD,Midsize Cars,Regular,18,27,23.1,37.9,1650
2016,Lincoln,MKZ Hybrid FWD,Midsize Cars,Regular,41,39,60.5605,58.4685,850
2016,Lincoln,Navigator 2WD,Standard Sport Utility Vehicle 2WD,Regular,16,22,19.6,30.5,1950
2016,Lincoln,Navigator 4WD,Standard Sport Utility Vehicle 4WD,Regular,15,20,17.9859,27.4477,2050
2016,Lincoln,Navigator L 2WD,Standard Sport Utility Vehicle 2WD,Regular,15,20,18.3,27.2,2050
2016,Lincoln,Navigator L 4WD,Standard Sport Utility Vehicle 4WD,Regular,15,19,18.1,26.3,2200
2016,Maserati,Ghibli  S RWD,Midsize Cars,Premium,16,23,20.1528,32.7793,2250
2016,Maserati,Ghibli V6,Midsize Cars,Premium,17,24,20.7535,33.5068,2250
2016,Maserati,Ghibli V6 SQ4,Midsize Cars,Premium,16,24,19.8282,33.1223,2250
2016,Maserati,GranTurismo,Subcompact Cars,Premium,13,21,15.9438,28.6291,2650
2016,Maserati,GranTurismo Convertible,Subcompact Cars,Premium,13,20,15.9275,27.996,2800
2016,Maserati,Quattroporte GTS,Large Cars,Premium,15,22,18.0456,30.3173,2500
2016,Maserati,Quattroporte S,Large Cars,Premium,16,23,19.3,32,2350
2016,Maserati,Quattroporte SQ4 V6,Large Cars,Premium,16,23,19.485,32.0441,2350
2016,Mazda,2,Compact Cars,Regular,33,41,44,61.4,950
2016,Mazda,2,Compact Cars,Regular,31,40,41.1,59.4,1050
2016,Mazda,6,Midsize Cars,Regular,26,37,33.9718,53.988,1150
2016,Mazda,6,Midsize Cars,Regular,28,38,36.0379,56.8165,1100
2016,Mazda,6,Midsize Cars,Regular,25,36,32.2648,52.3866,1200
2016,Mazda,3 4-Door,Compact Cars,Regular,30,40,39.1,58.8,1050
2016,Mazda,3 4-Door,Compact Cars,Regular,28,38,36.3335,55.2337,1150
2016,Mazda,3 4-Door,Compact Cars,Regular,29,38,37.6103,56.803,1100
2016,Mazda,3 4-Door,Compact Cars,Regular,29,39,38.2,58,1050
2016,Mazda,3 4-Door,Compact Cars,Regular,25,36,32.4,52.2,1200
2016,Mazda,3 5-Door,Midsize Cars,Regular,29,39,38.6,56.9,1050
2016,Mazda,3 5-Door,Midsize Cars,Regular,27,36,35.4265,51.9417,1150
2016,Mazda,3 5-Door,Midsize Cars,Regular,28,38,37.0393,55.4243,1100
2016,Mazda,3 5-Door,Midsize Cars,Regular,29,39,37.5962,56.8943,1100
2016,Mazda,3 5-Door,Midsize Cars,Regular,25,34,32.9,50.1,1200
2016,Mazda,CX-3 2WD,Compact Cars,Regular,29,35,37.5,50.7,1150
2016,Mazda,CX-3 4WD,Compact Cars,Regular,27,32,34.7,45.4,1200
2016,Mazda,CX-5 2WD,Small Sport Utility Vehicle 2WD,Regular,26,33,34.1464,46.9465,1200
2016,Mazda,CX-5 2WD,Small Sport Utility Vehicle 2WD,Regular,26,34,33.7,48.9,1200
2016,Mazda,CX-5 4WD,Small Sport Utility Vehicle 4WD,Regular,24,29,30.6153,42.0734,1350
2016,Mazda,CX-9 2WD,Small Sport Utility Vehicle 2WD,Regular,22,28,28.2715,39.8361,1450
2016,Mazda,CX-9 4WD,Small Sport Utility Vehicle 4WD,Regular,21,26,26.5557,37.4392,1500
2016,Mazda,MX-5,Two Seaters,Premium,26,36,34.3833,52.6928,1400
2016,Mazda,MX-5,Two Seaters,Premium,27,34,34.5547,50.1165,1400
2016,McLaren Automotive,570S Coupe,Two Seaters,Premium,16,23,20.3478,30.189,2250
2016,McLaren Automotive,650S Coupe,Two Seaters,Premium,16,22,18.9841,29.8358,2350
2016,McLaren Automotive,650S Spider,Two Seaters,Premium,16,22,18.9841,29.8358,2350
2016,McLaren Automotive,675LT Coupe,Two Seaters,Premium,16,22,18.9841,29.8358,2350
2016,Mercedes-Benz,AMG C63,Compact Cars,Premium,18,25,22,34.3,2100
2016,Mercedes-Benz,AMG C63 S,Compact Cars,Premium,18,25,22,34.3,2100
2016,Mercedes-Benz,AMG CLA45 4matic,Compact Cars,Premium,23,31,29.3,43.2,1650
2016,Mercedes-Benz,AMG CLS63 S 4matic,Compact Cars,Premium,16,22,19.4,30.3,2350
2016,Mercedes-Benz,AMG E63 4matic,Midsize Cars,Premium,16,23,20.1,31.7,2250
2016,Mercedes-Benz,AMG E63 S 4matic,Midsize Cars,Premium,15,22,19.1,30.2,2350
2016,Mercedes-Benz,AMG E63 S 4matic (wagon),Midsize Station Wagons,Premium,15,21,19.2,29.8,2350
2016,Mercedes-Benz,AMG G63,Standard Sport Utility Vehicle 4WD,Premium,12,14,14.9,20.7,3250
2016,Mercedes-Benz,AMG G65,Standard Sport Utility Vehicle 4WD,Premium,11,13,13,18.6,3500
2016,Mercedes-Benz,AMG GL63,Standard Sport Utility Vehicle 4WD,Premium,13,17,16.4,24.2,3000
2016,Mercedes-Benz,AMG GLA45 4matic,Midsize Station Wagons,Premium,22,29,28.1,40.5,1700
2016,Mercedes-Benz,AMG GLE63,Standard Sport Utility Vehicle 4WD,Premium,13,17,17.1,24.4,2800
2016,Mercedes-Benz,AMG GLE63 S,Standard Sport Utility Vehicle 4WD,Premium,13,17,17.1,24.4,2800
2016,Mercedes-Benz,AMG GLE63 S Coupe,Standard Sport Utility Vehicle 4WD,Premium,14,18,16.6,24.7,2800
2016,Mercedes-Benz,AMG GT S,Two Seaters,Premium,16,22,20.2,30.2,2350
2016,Mercedes-Benz,AMG S63 4matic,Large Cars,Premium,15,23,18.7,31.7,2350
2016,Mercedes-Benz,AMG S63 4matic Coupe,Compact Cars,Premium,15,23,19.1,32.2,2350
2016,Mercedes-Benz,AMG S65,Large Cars,Premium,13,20,15.7,27.6,2800
2016,Mercedes-Benz,AMG S65 Coupe,Compact Cars,Premium,13,20,15.5,28.2,2800
2016,Mercedes-Benz,AMG SL63,Two Seaters,Premium,16,25,19.8,32.2,2250
2016,Mercedes-Benz,AMG SL65,Two Seaters,Premium,14,21,17.4,29.2,2500
2016,Mercedes-Benz,AMG SLK55,Two Seaters,Premium,19,28,23.9,38.1,1900
2016,Mercedes-Benz,B250e,Midsize Cars,Electricity,85,82,122,117,800
2016,Mercedes-Benz,C300,Compact Cars,Premium,25,34,31.9,47.6,1500
2016,Mercedes-Benz,C300 4matic,Compact Cars,Premium,24,31,30.9,44.2,1550
2016,Mercedes-Benz,C350e,Compact Cars,Premium and Electricity,28,32,37.4,46.5,1400
2016,Mercedes-Benz,C450 AMG,Compact Cars,Premium,21,28,26.9,40,1750
2016,Mercedes-Benz,CLA250,Compact Cars,Premium,26,38,33.5,54,1400
2016,Mercedes-Benz,CLA250 4matic,Compact Cars,Premium or E85,24,33,30.9,46.7,1550
2016,Mercedes-Benz,CLA250 4matic,Compact Cars,Premium,24,33,30.9,46.7,1550
2016,Mercedes-Benz,CLS400,Compact Cars,Premium,20,30,25.5,42.1,1750
2016,Mercedes-Benz,CLS400 4matic,Compact Cars,Premium,19,26,24.3,37.0013,1900
2016,Mercedes-Benz,CLS550,Compact Cars,Premium,18,26,21.9,36.5,2100
2016,Mercedes-Benz,CLS550 4matic,Compact Cars,Premium,17,25,21.4,35.4,2100
2016,Mercedes-Benz,E250 Bluetec,Midsize Cars,Diesel,28,42,36.7,59.5,1150
2016,Mercedes-Benz,E250 Bluetec 4matic,Midsize Cars,Diesel,27,38,35.2,54.7,1250
2016,Mercedes-Benz,E350,Midsize Cars,Premium or E85,20,29,25.8,40.1,1850
2016,Mercedes-Benz,E350,Midsize Cars,Premium,20,29,25.8,40.1,1850
2016,Mercedes-Benz,E350 4matic,Midsize Cars,Premium or E85,20,28,25.9,38.7,1850
2016,Mercedes-Benz,E350 4matic,Midsize Cars,Premium,20,28,25.9,38.7,1850
2016,Mercedes-Benz,E350 4matic (wagon),Midsize Station Wagons,Premium,20,27,25.2,37.2,1900
2016,Mercedes-Benz,E400,Midsize Cars,Premium,20,29,25.7,40.7,1850
2016,Mercedes-Benz,E400 4matic,Midsize Cars,Premium,20,28,24.8,38.6,1850
2016,Mercedes-Benz,E400 4matic Coupe,Subcompact Cars,Premium,20,28,25.2,39.4,1850
2016,Mercedes-Benz,E400 Convertible,Subcompact Cars,Premium,20,29,25.8,40.9,1750
2016,Mercedes-Benz,E400 Coupe,Subcompact Cars,Premium,20,29,25.6,41.4,1750
2016,Mercedes-Benz,E550 4matic,Midsize Cars,Premium,18,24,22.9,34,2000
2016,Mercedes-Benz,E550 Convertible,Subcompact Cars,Premium,17,26,21.5,35.7,2100
2016,Mercedes-Benz,E550 Coupe,Subcompact Cars,Premium,18,26,22,36.8,2000
2016,Mercedes-Benz,G550,Standard Sport Utility Vehicle 4WD,Premium,13,14,15.8,21,3250
2016,Mercedes-Benz,GL350 Bluetec 4matic,Standard Sport Utility Vehicle 4WD,Diesel,19,26,24,36.3,1750
2016,Mercedes-Benz,GL450 4matic,Standard Sport Utility Vehicle 4WD,Premium,17,21,21.1,29.1,2250
2016,Mercedes-Benz,GL550 4matic,Standard Sport Utility Vehicle 4WD,Premium,13,18,16.6,24.7,2800
2016,Mercedes-Benz,GLA250,Midsize Station Wagons,Premium,25,35,32,50.1,1450
