Year,Make,Model,Class,Fuel Type,City MPG (FT1),Highway MPG (FT1),Unadjusted City MPG (FT1),Unadjusted Highway MPG (FT1),Annual Fuel Cost (FT1)
2010,Acura,MDX 4WD,Sport Utility Vehicle - 4WD,Premium,16,21,19.8,28.7,2350
2010,Acura,RDX 2WD,Sport Utility Vehicle - 2WD,Premium,19,24,23.6,34.4,2000
2010,Acura,RDX 4WD,Sport Utility Vehicle - 4WD,Premium,17,22,22.4,31.9,2250
2010,Acura,RL,Midsize Cars,Premium,16,22,20,30.9,2350
2010,Acura,TL 2WD,Midsize Cars,Premium,18,26,22.6,36.8,2000
2010,Acura,TL 4WD,Midsize Cars,Premium,17,25,21.2,34.3,2100
2010,Acura,TL 4WD,Midsize Cars,Premium,17,25,21.9,34.4,2100
2010,Acura,TSX,Compact Cars,Premium,21,30,27.1,42.3,1700
2010,Acura,TSX,Compact Cars,Premium,18,27,23.2,37.6,2000
2010,Acura,TSX,Compact Cars,Premium,20,28,24.9,39.3,1850
2010,Acura,ZDX 4WD,Sport Utility Vehicle - 4WD,Premium,16,23,20.6,31.6,2250
2010,Aston Martin,DB9,Minicompact Cars,Premium,13,20,16.1311,27.2408,2800
2010,Aston Martin,DB9,Minicompact Cars,Premium,11,17,13.7715,23.6523,3250
2010,Aston Martin,DBS,Minicompact Cars,Premium,12,18,14.4084,24.6983,3000
2010,Aston Martin,DBS,Minicompact Cars,Premium,11,17,13.7271,22.9258,3250
2010,Aston Martin,Rapide,Subcompact Cars,Premium,13,19,15.6348,26.6208,2800
2010,Aston Martin,V8 Vantage,Two Seaters,Premium,14,20,16.9502,28.0198,2650
2010,Aston Martin,V8 Vantage,Two Seaters,Premium,12,19,15.0065,25.6094,3000
2010,Audi,A3,Small Station Wagons,Premium,22,28,27.0473,38.8702,1750
2010,Audi,A3,Small Station Wagons,Premium,21,30,25.2906,40.4003,1750
2010,Audi,A3 quattro,Small Station Wagons,Premium,21,28,27.2,37.1,1750
2010,Audi,A4,Compact Cars,Premium,23,30,29.2373,42.7743,1650
2010,Audi,A4 Avant quattro,Small Station Wagons,Premium,21,27,25.9563,37.7989,1850
2010,Audi,A4 quattro,Compact Cars,Premium,21,27,25.9563,37.7989,1850
2010,Audi,A4 quattro,Compact Cars,Premium,22,30,27.6402,42.575,1700
2010,Audi,A5 Cabriolet,Subcompact Cars,Premium,23,30,29.2373,42.7743,1650
2010,Audi,A5 Cabriolet quattro,Subcompact Cars,Premium,20,26,25.9,37,1850
2010,Audi,A5 quattro,Subcompact Cars,Premium,21,27,25.9563,37.7989,1850
2010,Audi,A5 quattro,Subcompact Cars,Premium,18,27,22.6,36.2,2000
2010,Audi,A5 quattro,Subcompact Cars,Premium,22,30,27.6402,42.575,1700
2010,Audi,A6,Midsize Cars,Premium,18,28,23,38.9,1900
2010,Audi,A6 Avant quattro,Midsize Station Wagons,Premium,18,26,21.7553,34.7286,2000
2010,Audi,A6 quattro,Midsize Cars,Premium,16,23,19.8911,31.5002,2350
2010,Audi,A6 quattro,Midsize Cars,Premium,18,26,21.7553,34.7286,2000
2010,Audi,A8,Midsize Cars,Premium,16,23,19.8911,31.5002,2350
2010,Audi,A8 L,Large Cars,Premium,16,23,19.8911,31.5002,2350
2010,Audi,Q5,Sport Utility Vehicle - 4WD,Premium,18,23,22.7,30.7,2100
2010,Audi,Q7,Sport Utility Vehicle - 4WD,Premium,13,18,16.2,24.6,2800
2010,Audi,Q7,Sport Utility Vehicle - 4WD,Premium,14,19,17.1502,26.1066,2650
2010,Audi,R8,Two Seaters,Premium,13,20,15.8,24.8,2650
2010,Audi,R8,Two Seaters,Premium,13,18,15.4,25.0451,2800
2010,Audi,R8,Two Seaters,Premium,12,20,13.7,23.9,2800
2010,Audi,R8,Two Seaters,Premium,12,19,15.3,26.8,2800
2010,Audi,S4,Compact Cars,Premium,18,28,21.6,35,2000
2010,Audi,S4,Compact Cars,Premium,18,27,21.5,34.1,2000
2010,Audi,S5,Subcompact Cars,Premium,16,24,20.4,31,2250
2010,Audi,S5,Subcompact Cars,Premium,14,22,17.3,29.3,2500
2010,Audi,S5 Cabriolet,Subcompact Cars,Premium,17,26,20.3,34,2100
2010,Audi,S6,Midsize Cars,Premium,14,19,17.2,26.7,2650
2010,Audi,TT Coupe quattro,Subcompact Cars,Premium,21,29,27.5267,39.7256,1750
2010,Audi,TT Roadster quattro,Two Seaters,Premium,21,29,27.5267,39.7256,1750
2010,Bentley,Azure,Compact Cars,Premium,9,15,11.5068,21.006,3850
2010,Bentley,Brooklands,Compact Cars,Premium,9,15,11.5068,21.006,3850
2010,Bentley,Continental Flying Spur,Midsize Cars,Premium,10,17,12.5281,23.2715,3500
2010,Bentley,Continental GT,Compact Cars,Premium,10,17,12.8,23.8,3250
2010,Bentley,Continental GTC,Subcompact Cars,Premium,10,17,12.5281,23.2715,3500
2010,Bentley,Continental Supersports,Two Seaters,Premium,12,19,14.4,24.4,3000
2010,BMW,128ci Convertible,Subcompact Cars,Premium,18,27,22.5958,38.1696,2000
2010,BMW,128ci Convertible,Subcompact Cars,Premium,18,28,22.7853,38.7896,1900
2010,BMW,128i,Subcompact Cars,Premium,18,28,23.1565,39.7103,1900
2010,BMW,128i,Subcompact Cars,Premium,18,28,22.7853,38.7896,1900
2010,BMW,135i,Subcompact Cars,Premium,18,25,22,35.5,2100
2010,BMW,135i,Subcompact Cars,Premium,18,25,22.0566,35.2678,2100
2010,BMW,135i Convertible,Subcompact Cars,Premium,17,26,21.6229,36.1548,2100
2010,BMW,135i Convertible,Subcompact Cars,Premium,17,26,21.6278,35.7081,2100
2010,BMW,328ci,Subcompact Cars,Premium,18,28,23.1565,39.7103,1900
2010,BMW,328ci,Subcompact Cars,Premium,18,28,22.7853,38.7896,1900
2010,BMW,328ci Convertible,Subcompact Cars,Premium,18,27,22.5958,38.1696,2000
2010,BMW,328ci Convertible,Subcompact Cars,Premium,17,26,20.9607,36.798,2100
2010,BMW,328ci xDrive,Subcompact Cars,Premium,17,25,21.8875,35.5404,2100
2010,BMW,328ci xDrive,Subcompact Cars,Premium,17,25,20.7054,35.4606,2100
2010,BMW,328i,Compact Cars,Premium,18,28,23.1565,39.7103,1900
2010,BMW,328i,Compact Cars,Premium,18,28,22.7853,38.7896,1900
2010,BMW,328i Sport Wagon,Small Station Wagons,Premium,18,27,22.5958,38.1696,2000
2010,BMW,328i Sport Wagon,Small Station Wagons,Premium,17,26,20.9607,36.798,2100
2010,BMW,328i Sport Wagon xDrive,Small Station Wagons,Premium,17,25,21.8875,35.5404,2100
2010,BMW,328i Sport Wagon xDrive,Small Station Wagons,Premium,17,25,20.7054,35.4606,2100
2010,BMW,328i xDrive,Compact Cars,Premium,17,25,21.8875,35.5404,2100
2010,BMW,328i xDrive,Compact Cars,Premium,17,25,20.7054,35.4606,2100
2010,BMW,335ci,Subcompact Cars,Premium,17,26,21.6229,36.1548,2100
2010,BMW,335ci,Subcompact Cars,Premium,17,26,21.6278,35.7081,2100
2010,BMW,335ci Convertible,Subcompact Cars,Premium,17,26,21.6229,36.1548,2100
2010,BMW,335ci Convertible,Subcompact Cars,Premium,17,26,21.6278,35.7081,2100
2010,BMW,335ci xDrive,Subcompact Cars,Premium,17,25,20.9535,34.7288,2100
2010,BMW,335ci xDrive,Subcompact Cars,Premium,16,25,20.5025,34.2853,2250
2010,BMW,335d,Compact Cars,Diesel,23,36,29,51.1,1450
2010,BMW,335i,Compact Cars,Premium,17,26,21.6229,36.1548,2100
2010,BMW,335i,Compact Cars,Premium,17,26,21.6278,35.7081,2100
2010,BMW,335i xDrive,Compact Cars,Premium,17,25,20.9535,34.7288,2100
2010,BMW,335i xDrive,Compact Cars,Premium,16,25,20.5025,34.2853,2250
2010,BMW,528i,Midsize Cars,Premium,18,27,22.5958,38.1696,2000
2010,BMW,528i,Midsize Cars,Premium,18,28,22.7853,38.7896,1900
2010,BMW,528i xDrive,Midsize Cars,Premium,17,25,21.8978,34.7818,2100
2010,BMW,528i xDrive,Midsize Cars,Premium,17,25,20.7054,35.4606,2100
2010,BMW,535i,Midsize Cars,Premium,17,26,21.362,35.8831,2100
2010,BMW,535i,Midsize Cars,Premium,17,26,21.6278,35.7081,2100
2010,BMW,535i Gran Turismo,Large Cars,Premium,19,28,24.2984,39.4937,1900
2010,BMW,535i Sport Wagon xDrive,Midsize Station Wagons,Premium,16,24,20.3684,33.7229,2250
2010,BMW,535i Sport Wagon xDrive,Midsize Station Wagons,Premium,16,23,19.3493,32.5289,2350
2010,BMW,535i xDrive,Midsize Cars,Premium,17,25,20.9535,34.7288,2100
2010,BMW,535i xDrive,Midsize Cars,Premium,16,25,20.5025,34.2853,2250
2010,BMW,550 GT,Large Cars,Premium,15,22,18.5995,30.9537,2350
2010,BMW,550i,Midsize Cars,Premium,15,23,19.0385,31.3747,2350
2010,BMW,550i,Midsize Cars,Premium,15,22,18.7597,30.5375,2350
2010,BMW,550i xDrive GT,Large Cars,Premium,15,22,18.5831,30.562,2350
2010,BMW,650ci,Subcompact Cars,Premium,15,23,19.0385,31.3747,2350
2010,BMW,650ci,Subcompact Cars,Premium,15,22,18.7597,30.5375,2350
2010,BMW,650ci Convertible,Subcompact Cars,Premium,15,23,18.7,31.8,2350
2010,BMW,650ci Convertible,Subcompact Cars,Premium,14,21,17.4,28.8,2650
2010,BMW,750i,Large Cars,Premium,15,22,18.2,30.1726,2500
2010,BMW,750i xDrive,Large Cars,Premium,14,20,17,27.7,2650
2010,BMW,750Li,Large Cars,Premium,14,21,17.3772,29.4521,2500
2010,BMW,750Li xDrive,Large Cars,Premium,14,20,17,27.7,2650
2010,BMW,760Li,Large Cars,Premium,13,19,15.6203,26.7495,2800
2010,BMW,ActiveHybrid X6,Sport Utility Vehicle - 4WD,Premium,17,19,20.8141,26.6,2350
2010,BMW,M3,Compact Cars,Premium,14,20,16.9853,27.9711,2650
2010,BMW,M3,Compact Cars,Premium,14,20,17.1,28.4,2650
2010,BMW,M3 Convertible,Subcompact Cars,Premium,14,20,16.671,27.3704,2650
2010,BMW,M3 Convertible,Subcompact Cars,Premium,13,20,16.6,27.3,2650
2010,BMW,M3 Coupe,Subcompact Cars,Premium,14,20,16.9853,27.9711,2650
2010,BMW,M3 Coupe,Subcompact Cars,Premium,14,20,17.1,28.4,2650
2010,BMW,M5,Midsize Cars,Premium,11,17,13.0599,23.6182,3250
2010,BMW,M5,Midsize Cars,Premium,11,17,13.109,23.227,3250
2010,BMW,M6,Subcompact Cars,Premium,11,17,13.0599,23.6182,3250
2010,BMW,M6,Subcompact Cars,Premium,11,17,13.109,23.227,3250
2010,BMW,M6 Convertible,Subcompact Cars,Premium,11,17,12.9504,24.0505,3250
2010,BMW,M6 Convertible,Subcompact Cars,Premium,11,17,12.9,23.7,3250
2010,BMW,X3 xDrive30i,Sport Utility Vehicle - 4WD,Premium,17,24,21.4,33,2100
2010,BMW,X3 xDrive30i,Sport Utility Vehicle - 4WD,Premium,17,24,20.9,33.6,2250
2010,BMW,X5 xDrive30i,Sport Utility Vehicle - 4WD,Premium,15,21,19.2,29.6,2350
2010,BMW,X5 xDrive35d,Sport Utility Vehicle - 4WD,Diesel,19,26,23.9782,36.559,1750
2010,BMW,X5 xDrive48i,Sport Utility Vehicle - 4WD,Premium,14,19,16.7489,26.7946,2650
2010,BMW,X5 xDriveM,Sport Utility Vehicle - 4WD,Premium,12,17,15.167,23.1521,3000
2010,BMW,X6 xDrive35i,Sport Utility Vehicle - 4WD,Premium,15,21,18.5,29.5,2500
2010,BMW,X6 xDrive50i,Sport Utility Vehicle - 4WD,Premium,13,18,15.8,24.9,2800
2010,BMW,X6 xDriveM,Sport Utility Vehicle - 4WD,Premium,12,17,15.167,23.1521,3000
2010,BMW,Z4 sDrive30i,Two Seaters,Premium,18,28,23.1565,39.7103,1900
2010,BMW,Z4 sDrive30i,Two Seaters,Premium,18,28,22.7853,38.7896,1900
2010,BMW,Z4 sDrive35i,Two Seaters,Premium,17,24,21.3727,33.6296,2100
2010,BMW,Z4 sDrive35i,Two Seaters,Premium,18,25,22.0566,35.2678,2100
2010,Bugatti,Veyron,Two Seaters,Premium,8,14,9.5,17.8,4250
2010,Buick,Enclave AWD,Sport Utility Vehicle - 4WD,Regular,16,22,19.5,30.9,1950
2010,Buick,Enclave FWD,Sport Utility Vehicle - 2WD,Regular,17,24,20.5999,33,1850
2010,Buick,Lacrosse/Allure,Midsize Cars,Regular,17,26,20.5999,36.1,1750
2010,Buick,Lacrosse/Allure,Midsize Cars,Regular,17,27,21.5,38.1,1650
2010,Buick,Lacrosse/Allure,Midsize Cars,Regular,19,30,23.885,41.696,1500
2010,Buick,Lacrosse/Allure AWD,Midsize Cars,Regular,16,25,19.7,34.4,1850
2010,Buick,Lucerne,Large Cars,Regular,15,22,19,31.9,1950
2010,Buick,Lucerne,Large Cars,Regular,17,26,21.2,36.6,1750
2010,Buick,Lucerne FFV,Large Cars,Gasoline or E85,17,26,21.7,37.3,1750
2010,Cadillac,CTS,Midsize Cars,Regular,18,27,22.9,40,1650
2010,Cadillac,CTS,Midsize Cars,Regular,18,27,23.0999,38.3,1600
2010,Cadillac,CTS,Midsize Cars,Regular,16,25,20.0999,34.9,1850
2010,Cadillac,CTS,Midsize Cars,Regular,16,26,19.9,36,1850
2010,Cadillac,CTS AWD,Midsize Cars,Regular,18,27,22.2999,37.2,1650
2010,Cadillac,CTS AWD,Midsize Cars,Regular,18,26,22,36.1,1650
2010,Cadillac,CTS Wagon,Small Station Wagons,Regular,18,26,22.2,37,1650
2010,Cadillac,CTS Wagon,Small Station Wagons,Regular,18,27,23.0999,38.3,1600
2010,Cadillac,CTS Wagon AWD,Small Station Wagons,Regular,18,26,22.2999,37.2,1650
2010,Cadillac,CTS Wagon AWD,Small Station Wagons,Regular,18,26,22,36.1,1650
2010,Cadillac,CTS-V,Midsize Cars,Premium,12,18,14.49,24.9754,3000
2010,Cadillac,CTS-V,Midsize Cars,Premium,14,19,17.5,26.2999,2650
2010,Cadillac,DTS,Large Cars,Regular,15,22,19,31.9,1950
2010,Cadillac,DTS,Large Cars,Regular,15,23,19,31.9,1950
2010,Cadillac,Escalade 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,14,20,17.2999,28.4,2200
2010,Cadillac,Escalade AWD FFV,Sport Utility Vehicle - 4WD,Gasoline or E85,13,20,17.0999,27.4,2350
2010,Cadillac,Escalade ESV 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,14,20,17.2999,28.4,2200
2010,Cadillac,Escalade Hybrid 2WD,Sport Utility Vehicle - 2WD,Regular,21,22,26.9,30.5,1600
2010,Cadillac,Funeral Coach / Hearse,Large Cars,Regular,12,16,14.9,22.7,2500
2010,Cadillac,Limousine,Large Cars,Regular,12,18,14.8,24.5,2500
2010,Cadillac,SRX 2WD,Sport Utility Vehicle - 2WD,Regular,18,25,22.7,34.5,1650
2010,Cadillac,SRX AWD,Sport Utility Vehicle - 4WD,Regular,17,23,21.5,31.3,1850
2010,Cadillac,SRX AWD,Sport Utility Vehicle - 4WD,Premium,15,22,19.2435,30.2993,2350
2010,Cadillac,STS,Midsize Cars,Regular,18,27,22.9,40,1650
2010,Cadillac,STS,Midsize Cars,Regular,15,24,18.5,34.1,1950
2010,Cadillac,STS AWD,Midsize Cars,Regular,18,27,22.2999,37.2,1650
2010,Cadillac,STS AWD,Midsize Cars,Regular,15,22,18.4,30.2999,2050
2010,Chevrolet,Avalanche 1500 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,15,21,18.1262,28.9935,2050
2010,Chevrolet,Avalanche 1500 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,12,19,14.9,26,2500
2010,Chevrolet,Aveo,Compact Cars,Regular,25,34,31.8,47.9,1250
2010,Chevrolet,Aveo,Compact Cars,Regular,27,35,34.8,48.9,1150
2010,Chevrolet,Aveo 5,Subcompact Cars,Regular,25,34,31.8,47.9,1250
2010,Chevrolet,Aveo 5,Subcompact Cars,Regular,27,35,34.8,48.9,1150
2010,Chevrolet,Camaro,Compact Cars,Regular,18,29,22.9,40,1600
2010,Chevrolet,Camaro,Compact Cars,Regular,16,25,19.7999,35.2,1850
2010,Chevrolet,Camaro,Compact Cars,Regular,17,29,21.2999,40.4,1650
2010,Chevrolet,Camaro,Compact Cars,Regular,16,24,19.7999,33.8,1850
2010,Chevrolet,Cobalt Coupe,Subcompact Cars,Regular,24,33,30.1,46.8,1300
2010,Chevrolet,Cobalt Coupe,Subcompact Cars,Regular,25,35,32.8,51.9,1200
2010,Chevrolet,Cobalt Sedan,Compact Cars,Regular,24,33,30.1,46.8,1300
2010,Chevrolet,Cobalt Sedan,Compact Cars,Regular,25,35,32.8,51.9,1200
2010,Chevrolet,Cobalt SS Coupe,Subcompact Cars,Regular,22,30,28.1,41.9,1400
2010,Chevrolet,Cobalt XFE Coupe,Subcompact Cars,Regular,25,37,32.8,51.9,1150
2010,Chevrolet,Cobalt XFE Sedan,Compact Cars,Regular,25,37,32.8,51.9,1150
2010,Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,Regular,18,25,23.1491,34.1514,1650
2010,Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,Regular,17,23,21.0642,31.8217,1850
2010,Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,Regular,15,20,18.0999,27.9,2050
2010,Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,Regular,18,25,23.1167,35.3237,1650
2010,Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,Regular,17,23,21.7,32.4,1750
2010,Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,Regular,17,23,20.8697,31.4112,1850
2010,Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,Regular,14,19,17.0999,26.6,2200
2010,Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,Regular,18,24,22.2999,34.1,1750
2010,Chevrolet,Colorado Cab Chassis inc 2WD,Small Pickup Trucks 2WD,Regular,15,20,18.7999,27,2050
2010,Chevrolet,Colorado Cab Chassis inc 4WD,Small Pickup Trucks 4WD,Regular,16,21,19.5999,29.7999,1950
2010,Chevrolet,Colorado Crew Cab 2WD,Small Pickup Trucks 2WD,Regular,18,25,23.0999,34.3,1650
2010,Chevrolet,Colorado Crew Cab 2WD,Small Pickup Trucks 2WD,Regular,17,23,20.7999,31.6,1850
2010,Chevrolet,Colorado Crew Cab 2WD,Small Pickup Trucks 2WD,Regular,15,20,18.0999,27.9,2050
2010,Chevrolet,Colorado Crew Cab 2WD,Small Pickup Trucks 2WD,Regular,18,25,23,35.5,1650
2010,Chevrolet,Colorado Crew Cab 4WD,Small Pickup Trucks 4WD,Regular,16,21,19.5999,29.7999,1950
2010,Chevrolet,Colorado Crew Cab 4WD,Small Pickup Trucks 4WD,Regular,14,19,17.0999,26.6,2200
2010,Chevrolet,Corvette,Two Seaters,Regular,15,25,18.2498,34.3493,1950
2010,Chevrolet,Corvette,Two Seaters,Premium,15,24,18.4,33.7,2350
2010,Chevrolet,Corvette,Two Seaters,Regular,16,26,20.2,35.8,1850
2010,Chevrolet,Corvette,Two Seaters,Premium,14,20,16.9,27.1,2650
2010,Chevrolet,Equinox AWD,Sport Utility Vehicle - 4WD,Regular,20,29,25.7999,40.3,1500
2010,Chevrolet,Equinox AWD,Sport Utility Vehicle - 4WD,Regular,17,24,21.2999,33.1,1750
2010,Chevrolet,Equinox FWD,Sport Utility Vehicle - 2WD,Regular,22,32,28.4,45.1,1350
2010,Chevrolet,Equinox FWD,Sport Utility Vehicle - 2WD,Regular,17,25,21.1441,34.5482,1750
2010,Chevrolet,Express 1500 2WD Cargo,"Vans, Cargo Type",Regular,15,20,18.5,27.6,2050
2010,Chevrolet,Express 1500 2WD Cargo FFV,"Vans, Cargo Type",Gasoline or E85,13,18,16.0999,24.2999,2350
2010,Chevrolet,Express 1500 2WD Conversion Cargo FFV,"Vans, Cargo Type",Gasoline or E85,13,17,15.6,23.2999,2500
2010,Chevrolet,Express 1500 2WD Passenger FFV,"Vans, Passenger Type",Gasoline or E85,13,17,15.6,23.2999,2500
2010,Chevrolet,Express 1500 AWD Cargo FFV,"Vans, Cargo Type",Gasoline or E85,13,17,15.7408,22.7619,2500
2010,Chevrolet,Express 1500 AWD Conversion Cargo FFV,"Vans, Cargo Type",Gasoline or E85,13,17,15.8,22.9,2500
2010,Chevrolet,Express 1500 AWD Passenger FFV,"Vans, Passenger Type",Gasoline or E85,13,17,15.8,22.9,2500
2010,Chevrolet,HHR FWD,Sport Utility Vehicle - 2WD,Regular,19,29,24.2999,40.3,1500
2010,Chevrolet,HHR FWD,Sport Utility Vehicle - 2WD,Regular,21,29,26.7,40.6,1450
2010,Chevrolet,HHR FWD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,22,30,27.5,41.5,1400
2010,Chevrolet,HHR FWD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,22,30,27.2999,42.3991,1400
2010,Chevrolet,HHR FWD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,22,32,28.5,44.9991,1350
2010,Chevrolet,HHR FWD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,22,30,27.6,41.9,1400
2010,Chevrolet,HHR Panel FWD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,22,30,27.5,41.5,1400
2010,Chevrolet,HHR Panel FWD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,22,30,27.2999,42.3991,1400
2010,Chevrolet,HHR Panel FWD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,22,32,28.5,44.9991,1350
2010,Chevrolet,HHR Panel FWD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,22,30,27.6,41.9,1400
2010,Chevrolet,Impala,Large Cars,Regular,18,29,22.9,40.3,1600
2010,Chevrolet,Impala FFV,Large Cars,Gasoline or E85,17,27,21.7,37.3,1650
2010,Chevrolet,Impala FFV,Large Cars,Gasoline or E85,18,29,24.1,41.2,1600
2010,Chevrolet,Malibu,Midsize Cars,Regular,22,33,27.7999,46.8,1350
2010,Chevrolet,Malibu,Midsize Cars,Regular,17,26,21.4,35.6,1750
2010,Chevrolet,Malibu,Midsize Cars,Regular,18,29,22.9,40.3,1600
2010,Chevrolet,Malibu,Midsize Cars,Regular,22,30,27.4,42.6,1400
2010,Chevrolet,Malibu FFV,Midsize Cars,Gasoline or E85,22,33,27.7999,46.9,1350
2010,Chevrolet,Malibu FFV,Midsize Cars,Gasoline or E85,19,29,24.1,41.2,1500
2010,Chevrolet,Malibu FFV,Midsize Cars,Gasoline or E85,22,30,27.4,42.8,1400
2010,Chevrolet,Malibu Hybrid,Midsize Cars,Regular,26,34,33.2,48.1,1200
2010,Chevrolet,Silverado 15 Hybrid 2WD,Standard Pickup Trucks 2WD,Regular,21,22,26.9,30.5,1600
2010,Chevrolet,Silverado 15 Hybrid 4WD,Standard Pickup Trucks 4WD,Regular,21,22,26.7999,30.2999,1650
2010,Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Regular,15,20,18.6705,27.8055,2050
2010,Chevrolet,Silverado C15 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,14,19,17.0719,26.2283,2200
2010,Chevrolet,Silverado C15 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,15,21,18.3561,29.3708,2050
2010,Chevrolet,Silverado C15 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,13,19,15.4,26.1,2350
2010,Chevrolet,Silverado C15 XFE 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,15,22,19.0999,30.4,1950
2010,Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,Regular,14,18,17.3962,24.1937,2350
2010,Chevrolet,Silverado K15 4WD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,13,18,16.2371,24.1496,2350
2010,Chevrolet,Silverado K15 4WD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,15,21,18.1105,29.0205,2050
2010,Chevrolet,Silverado K15 4WD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,12,19,14.9114,25.7999,2500
2010,Chevrolet,Suburban 1500 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,15,21,18.1262,28.9935,2050
2010,Chevrolet,Suburban 1500 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,12,19,14.9,26,2500
2010,Chevrolet,Tahoe 1500 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,15,21,18.1262,28.9935,2050
2010,Chevrolet,Tahoe 1500 4WD FFV,Sport Utility Vehicle - 4WD,Gasoline or E85,15,21,18.0999,29,2050
2010,Chevrolet,Tahoe Hybrid 2WD,Sport Utility Vehicle - 2WD,Regular,21,22,26.9,30.5,1600
2010,Chevrolet,Tahoe Hybrid 4WD,Sport Utility Vehicle - 4WD,Regular,21,22,26.7999,30.2999,1650
2010,Chevrolet,Traverse AWD,Sport Utility Vehicle - 4WD,Regular,16,23,20,31.6,1850
2010,Chevrolet,Traverse FWD,Sport Utility Vehicle - 2WD,Regular,17,24,20.5999,33,1850
2010,Chrysler,300 AWD,Large Cars,Regular,16,23,19.5,31.9,1950
2010,Chrysler,300 AWD,Large Cars,Regular,17,23,20.7,32.1,1850
2010,Chrysler,300/SRT-8,Large Cars,Regular,18,26,23.1,35.7,1650
2010,Chrysler,300/SRT-8,Large Cars,Regular,17,25,21.5,34.2,1750
2010,Chrysler,300/SRT-8,Large Cars,Regular,16,25,19.3,34.5,1850
2010,Chrysler,300/SRT-8,Large Cars,Premium,13,19,16.3,26,2800
2010,Chrysler,PT Cruiser,Sport Utility Vehicle - 2WD,Regular,19,24,23.7,34.1,1650
2010,Chrysler,Sebring,Midsize Cars,Regular,21,30,26.9,41.6998,1450
2010,Chrysler,Sebring,Midsize Cars,Regular,16,27,20.3,37.6,1750
2010,Chrysler,Sebring Convertible,Compact Cars,Regular,20,29,25.3,40.1,1500
2010,Chrysler,Sebring Convertible,Compact Cars,Regular,16,27,20.3,37.6,1750
2010,Chrysler,Sebring Convertible FFV,Compact Cars,Gasoline or E85,18,26,22.4,36.5,1650
2010,Chrysler,Sebring FFV,Midsize Cars,Gasoline or E85,19,27,24.2,38.3,1600
2010,Chrysler,Town and Country,Minivan - 2WD,Regular,17,25,21.4,35.2,1750
2010,Chrysler,Town and Country,Minivan - 2WD,Regular,16,23,19.7,31.9,1950
2010,Chrysler,Town and Country FFV,Minivan - 2WD,Gasoline or E85,17,24,20.8,33.0988,1850
2010,Dodge,Avenger,Midsize Cars,Regular,21,30,26.9,41.6998,1450
2010,Dodge,Avenger,Midsize Cars,Regular,16,27,20.3,37.6,1750
2010,Dodge,Avenger FFV,Midsize Cars,Gasoline or E85,19,27,24.2,38.3,1600
2010,Dodge,Caliber,Small Station Wagons,Regular,23,27,28.8945,38,1400
2010,Dodge,Caliber,Small Station Wagons,Regular,21,25,27.1,35.3,1500
2010,Dodge,Caliber,Small Station Wagons,Regular,23,31,28.7,43.9,1350
2010,Dodge,Caliber,Small Station Wagons,Regular,23,29,29.6,40.1,1400
2010,Dodge,Challenger,Compact Cars,Regular,16,25,19.3,34.5,1850
2010,Dodge,Challenger,Compact Cars,Regular,17,25,22.1,34.7,1750
2010,Dodge,Challenger,Compact Cars,Premium,13,19,16.3,26,2800
2010,Dodge,Challenger,Compact Cars,Premium,14,22,16.8,30.1,2650
2010,Dodge,Challenger,Compact Cars,Regular,15,24,19,33.6,1950
2010,Dodge,Charger,Large Cars,Regular,18,26,23.1,35.7,1650
2010,Dodge,Charger,Large Cars,Regular,17,25,21.5,34.2,1750
2010,Dodge,Charger,Large Cars,Regular,16,25,19.3,34.5,1850
